index,Paper Title,Year,Author,Citation,Publisher,Xref-Year,DOI,Authors,References,Type,Outlet,Abstract,Xref-Title,Xref-DOI
818,Representation learning for emotion recognition from smartphone keyboard interactions,2019,S Ghosh,6,IEEE,2019,10.1109/acii.2019.8925518,"[{""given"": ""Surjya"", ""family"": ""Ghosh"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Shivam"", ""family"": ""Goenka"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Niloy"", ""family"": ""Ganguly"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Bivas"", ""family"": ""Mitra"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Pradipta"", ""family"": ""De"", ""sequence"": ""additional"", ""affiliation"": []}]",28,proceedings-article,2019 8th International Conference on Affective Computing and Intelligent Interaction (ACII),,representation learning for emotion recognition from smartphone keyboard interactions,10.1109/acii.2019.8925518
819,ReType: Quick text editing with keyboard and gaze,2019,S Sindhwani,18,ACM,2019,10.1145/3290605.3300433,"[{""given"": ""Shyamli"", ""family"": ""Sindhwani"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Auckland, Auckland, New Zealand""}]}, {""given"": ""Christof"", ""family"": ""Lutteroth"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Bath, Bath, United Kingdom""}]}, {""given"": ""Gerald"", ""family"": ""Weber"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Auckland, Auckland, New Zealand""}]}]",47,proceedings-article,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,,retype,10.1145/3290605.3300433
821,Reviewing Speech Input with Audio: Differences between Blind and Sighted Users,2020,J Hong,1,Association for Computing Machinery (ACM),2020,10.1145/3382039,"[{""given"": ""Jonggi"", ""family"": ""Hong"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Maryland, College Park, MD""}]}, {""given"": ""Christine"", ""family"": ""Vaing"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Maryland, College Park, MD""}]}, {""given"": ""Hernisa"", ""family"": ""Kacorri"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Maryland, College Park, MD""}]}, {""given"": ""Leah"", ""family"": ""Findlater"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Washington, Seattle, WA""}]}]",68,journal-article,ACM Transactions on Accessible Computing,speech input is a primary method of interaction for blind mobile device users yet the process of dictating and reviewing recognized text through audio only i e without access to visual feedback has received little attention a recent study found that sighted users could identify only about half of automatic speech recognition asr errors when listening to text to speech output of the asr results blind screen reader users in contrast may be better able to identify asr errors through audio due to their greater use of speech interaction and increased ability to comprehend synthesized speech to compare the experiences of blind and sighted users with speech input and asr errors as well as to compare their ability to identify asr errors through audio only interaction we conducted a lab study with 12 blind and 12 sighted participants the study included a semi structured interview portion to qualitatively understand experiences with asr followed by a controlled speech input task to quantitatively compare participants ability to identify asr errors in their dictated text findings revealed differences between blind and sighted participants in terms of how they use speech input and their level of concern for asr errors e g blind users were more highly concerned in the speech input task blind participants were able to identify only 40 of asr errors which counter to our hypothesis was not significantly different from sighted participants performance in depth analysis of speech input asr errors and strategy of identifying asr errors scrutinized how participants entered a text with speech input and reviewed it our findings indicate the need for future work on how to support blind users in confidently using speech input to generate accurate error free text ,reviewing speech input with audio,10.1145/3382039
822,RingBoard-A Dynamic Virtual Keyboard for Fist Based Text Entry,2018,B Wojcik,1,,,,,,,,,,
823,Ringtext: Dwell-free and hands-free text entry for mobile head-mounted displays using head motions,2019,W Xu,30,Institute of Electrical and Electronics Engineers (IEEE),2019,10.1109/tvcg.2019.2898736,"[{""given"": ""Wenge"", ""family"": ""Xu"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Hai-Ning"", ""family"": ""Liang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Yuxuan"", ""family"": ""Zhao"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Tianyu"", ""family"": ""Zhang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Difeng"", ""family"": ""Yu"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Diego"", ""family"": ""Monteiro"", ""sequence"": ""additional"", ""affiliation"": []}]",47,journal-article,IEEE Transactions on Visualization and Computer Graphics,,ringtext dwell free and hands free text entry for mobile head mounted displays using head motions,10.1109/tvcg.2019.2898736
824,Rotoswype: Word-gesture typing using a ring,2019,A Gupta,43,ACM,2019,10.1145/3290605.3300244,"[{""given"": ""Aakar"", ""family"": ""Gupta"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Waterloo, Waterloo, ON, Canada""}]}, {""given"": ""Cheng"", ""family"": ""Ji"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Waterloo, Waterloo, ON, Canada""}]}, {""given"": ""Hui-Shyong"", ""family"": ""Yeo"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of St Andrews, Fife, United Kingdom""}]}, {""given"": ""Aaron"", ""family"": ""Quigley"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of St Andrews, St Andrews, Fife, United Kingdom""}]}, {""given"": ""Daniel"", ""family"": ""Vogel"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Waterloo, Waterloo, ON, Canada""}]}]",84,proceedings-article,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,,rotoswype,10.1145/3290605.3300244
825,ScratchThat: Supporting Command-Agnostic Speech Repair in Voice-Driven Assistants,2019,J Wu,4,Association for Computing Machinery (ACM),2019,10.1145/3328934,"[{""given"": ""Jason"", ""family"": ""Wu"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Carnegie Mellon University, USA""}]}, {""given"": ""Karan"", ""family"": ""Ahuja"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Carnegie Mellon University, USA""}]}, {""given"": ""Richard"", ""family"": ""Li"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology, USA""}]}, {""given"": ""Victor"", ""family"": ""Chen"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Georgia Institute of Technology, USA""}]}, {""given"": ""Jeffrey"", ""family"": ""Bigham"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Carnegie Mellon University, USA""}]}]",45,journal-article,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",speech interfaces have become an increasingly popular input method for smartphone based virtual assistants smart speakers and internet of things iot devices while they facilitate rapid and natural interaction in the form of voice commands current speech interfaces lack natural methods for command correction we present scratchthat a method for supporting command agnostic speech repair in voice driven assistants suitable for enabling corrective functionality within third party commands unlike existing speech repair methods scratchthat is able to automatically infer query parameters and intelligently select entities in a correction clause for editing we conducted three evaluations to 1 elicit natural forms of speech repair in voice commands 2 compare the interaction speed and nasa tlx score of the system to existing voice based correction methods and 3 assess the accuracy of the scratchthat algorithm our results show that 1 speech repair for voice commands differ from previous models for conversational speech repair 2 methods for command correction based on speech repair are significantly faster than other voice based methods and 3 the scratchthat algorithm facilitates accurate command repair as rated by humans 77 accuracy and machines 0 94 bleu score finally we present several scratchthat use cases which collectively demonstrate its utility across many applications ,scratchthat,10.1145/3328934
826,Selection-based text entry in virtual reality,2018,M Speicher,83,ACM,2018,10.1145/3173574.3174221,"[{""given"": ""Marco"", ""family"": ""Speicher"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Saarland University, Saarland Informatics Campus, Saarbr\u00fccken, Saarland, Germany""}]}, {""given"": ""Anna Maria"", ""family"": ""Feit"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Aalto University, Helsinki, Finland""}]}, {""given"": ""Pascal"", ""family"": ""Ziegler"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Saarland University, Saarland Informatics Campus, Saarbr\u00fccken, Saarland, Germany""}]}, {""given"": ""Antonio"", ""family"": ""Kr\u00fcger"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Saarland University, Saarland Informatics Campus, Saarbr\u00fccken, Saarland, Germany""}]}]",49,proceedings-article,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,,selection based text entry in virtual reality,10.1145/3173574.3174221
827,"Senorita: A chorded keyboard for sighted, low vision, and blind mobile users",2020,G Rakhmetulla,6,ACM,2020,10.1145/3313831.3376576,"[{""given"": ""Gulnar"", ""family"": ""Rakhmetulla"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of California, Merced, Merced, CA, USA""}]}, {""given"": ""Ahmed Sabbir"", ""family"": ""Arif"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of California, Merced, Merced, CA, USA""}]}]",52,proceedings-article,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems,,senorita a chorded keyboard for sighted low vision and blind mobile users,10.1145/3313831.3376576
828,Sentiment Bias in Predictive Text Recommendations Results in Biased Writing.,2018,KC Arnold,14,,,,,,,,,,
829,Shapeshifter: Gesture Typing in Virtual Reality with a Force-based Digital Thimble,2022,TJ Dube,0,ACM,2022,10.1145/3491101.3519679,"[{""given"": ""Tafadzwa Joseph"", ""family"": ""Dube"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Inclusive Interaction Lab, University of California, Merced, United States""}]}, {""given"": ""Kevin"", ""family"": ""Johnson"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Inclusive Interaction Lab, University of California, Merced, United States""}]}, {""given"": ""Ahmed Sabbir"", ""family"": ""Arif"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Inclusive Interaction Lab, University of California, Merced, United States""}]}]",73,proceedings-article,CHI Conference on Human Factors in Computing Systems Extended Abstracts,,shapeshifter gesture typing in virtual reality with a force based digital thimble,10.1145/3491101.3519679
830,Shortcut gestures for mobile text editing on fully touch sensitive smartphones,2020,HV Le,9,Association for Computing Machinery (ACM),2020,10.1145/3396233,"[{""ORCID"": ""http://orcid.org/0000-0001-5579-2875"", ""authenticated-orcid"": false, ""given"": ""Huy Viet"", ""family"": ""Le"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Stuttgart, Pfaffenwaldring, Stuttgart, Baden-W\u00fcrttemberg, Germany""}]}, {""given"": ""Sven"", ""family"": ""Mayer"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Carnegie Mellon University, Forbes Ave, Pittsburgh, PA""}]}, {""given"": ""Maximilian"", ""family"": ""Wei\u00df"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Stuttgart, Pfaffenwaldring, Stuttgart, Baden-W\u00fcrttemberg, Germany""}]}, {""given"": ""Jonas"", ""family"": ""Vogelsang"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Stuttgart, Pfaffenwaldring, Stuttgart, Baden-W\u00fcrttemberg, Germany""}]}, {""given"": ""Henrike"", ""family"": ""Weing\u00e4rtner"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Stuttgart, Pfaffenwaldring, Stuttgart, Baden-W\u00fcrttemberg, Germany""}]}, {""given"": ""Niels"", ""family"": ""Henze"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Regensburg, Bayern, Germany""}]}]",114,journal-article,ACM Transactions on Computer-Human Interaction,while advances in mobile text entry enable smartphone users to type almost as fast as on hardware keyboards text heavy activities are still not widely adopted one reason is the lack of shortcut mechanisms in this article we determine shortcuts for text heavy activities elicit shortcut gestures implement them for a fully touch sensitive smartphone and conduct an evaluation with potential users we found that experts perform around 800 keyboard shortcuts per day which are not available on smartphones interviews revealed the lack of shortcuts as a major limitation that prevents mobile text editing therefore we elicited gestures for the 22 most important shortcuts for smartphones that are touch sensitive on the whole device surface we implemented the gestures for a fully touch sensitive smartphone using deep learning and evaluated them in realistic scenarios to gather feedback we show that the developed prototype is perceived as intuitive and faster than recent commercial approaches ,shortcut gestures for mobile text editing on fully touch sensitive smartphones,10.1145/3396233
